catalogKey,name,source,decision,evidence_source,input_file,date_field,release_date,precision,event,source_urls,library_decision,library_candidate_date,reason
llm-stats:video-mme,Video-MME,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-05-31,day,paper_introduction,https://arxiv.org/abs/2405.21075,accepted,2024-05-31,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
"llm-stats:video-mme-(long,-no-subtitles)","Video-MME (long, no subtitles)",llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-05-31,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:videoholmes,VideoHolmes,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-05-27,day,paper_introduction,https://arxiv.org/abs/2505.21374,accepted,2025-05-27,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:videomme-w-o-sub.,VideoMME w/o sub.,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-05-31,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:videomme-w-sub.,VideoMME w sub.,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-05-31,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:videommmu,VideoMMMU,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-01-23,day,paper_introduction,https://arxiv.org/abs/2501.13826,accepted,2025-01-23,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:videosimpleqa,VideoSimpleQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-03-24,day,paper_introduction,https://arxiv.org/abs/2503.18923,accepted,2025-03-24,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:visfactor,VisFactor,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-02-23,day,paper_introduction,https://arxiv.org/abs/2502.16435,accepted,2025-02-23,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:vision2web,Vision2Web,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-03-27,day,paper_introduction,https://arxiv.org/abs/2603.26648,accepted,2026-03-27,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:visualwebbench,VisualWebBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-04-09,day,paper_introduction,https://arxiv.org/abs/2404.05955,accepted,2024-04-09,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:visulogic,VisuLogic,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-04-21,day,paper_introduction,https://arxiv.org/abs/2504.15279,accepted,2025-04-21,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:vita-bench,VITA-Bench,llm_stats,unmatched,,,,,,,,unmatched,,No reviewed Library identity found.
llm-stats:vladbench,VLADBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-03-27,day,paper_introduction,https://arxiv.org/abs/2503.21505,accepted,2025-03-27,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:vlmsarebiased,VLMsAreBiased,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-05-29,day,paper_introduction,https://arxiv.org/abs/2505.23941,accepted,2025-05-29,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:vlmsareblind,VLMsAreBlind,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-07-09,day,paper_introduction,https://arxiv.org/abs/2407.06581,accepted,2024-07-09,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:vocalsound,VocalSound,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2022-05-06,day,paper_introduction,https://arxiv.org/abs/2205.03433,accepted,2022-05-06,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:voicebench-avg,VoiceBench Avg,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-10-22,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:vqa-rad,VQA-Rad,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2018-11-20,day,official_introduction_or_release,https://www.nature.com/articles/sdata2018251,accepted,2018-11-20,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:vqav2,VQAv2,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2016-12-02,day,paper_introduction,https://arxiv.org/abs/1612.00837,accepted,2016-12-02,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:vqav2-(test),VQAv2 (test),llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2016-12-02,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:vqav2-(val),VQAv2 (val),llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2016-12-02,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:we-math,We-Math,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-07-01,day,paper_introduction,https://arxiv.org/abs/2407.01284,accepted,2024-07-01,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:web-bench,Web Bench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-05-12,day,paper_introduction,https://arxiv.org/abs/2505.07473,accepted,2025-05-12,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:webarena-verified,WebArena-Verified,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-12-05,day,official_introduction_or_release,https://api.github.com/repos/ServiceNow/webarena-verified/pulls/1,accepted,2025-12-05,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:webdev-arena,WebDev Arena,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-12,month,official_introduction_or_release,https://arena.ai/blog/webdev-arena,accepted,2024-12,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:webvoyager,WebVoyager,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-01-25,day,paper_introduction,https://arxiv.org/abs/2401.13919,accepted,2024-01-25,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:widesearch,WideSearch,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-08-11,day,paper_introduction,https://arxiv.org/abs/2508.07999,accepted,2025-08-11,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:wild-bench,Wild Bench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-06-07,day,paper_introduction,https://arxiv.org/abs/2406.04770,accepted,2024-06-07,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:wildclawbench,WildClawBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-05-11,day,paper_introduction,https://arxiv.org/abs/2605.10912,accepted,2026-05-11,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:wmdp,WMDP,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-03-05,day,paper_introduction,https://arxiv.org/abs/2403.03218,accepted,2024-03-05,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:wmt23,WMT23,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-07,month,official_introduction_or_release,https://www2.statmt.org/wmt23/translation-task.html,accepted,2023-07,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:wmt24++,WMT24++,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-02-18,day,paper_introduction,https://arxiv.org/abs/2502.12404,accepted,2025-02-18,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:workspace-bench,Workspace Bench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-05-05,day,paper_introduction,https://arxiv.org/abs/2605.03596,accepted,2026-05-05,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:worldbench,WorldBench,llm_stats,unmatched,,,,,,,,unmatched,,No reviewed Library identity found.
llm-stats:worldvqa,WorldVQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-01-28,day,paper_introduction,https://arxiv.org/abs/2602.02537,accepted,2026-01-28,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:writingbench,WritingBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-03-07,day,paper_introduction,https://arxiv.org/abs/2503.05244,accepted,2025-03-07,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:xdailybench,xDailyBench,llm_stats,unmatched,,,,,,,,unmatched,,No reviewed Library identity found.
